X,Y,support,confidence,lift
"Proposed Construction Type:1, Supervisor District:6, Permit Type:3",Existing Construction Type:1,0.001111111,0.780918728,55.43352426
"Permit Type:8, Neighborhoods - Analysis Boundaries:Outer Richmond",Supervisor District:1,0.001111111,0.952586207,225.0230363
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Castro/Upper Market",Existing Construction Type:5,0.001111111,0.898373984,21.73802742
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Castro/Upper Market",Proposed Construction Type:5,0.001111111,0.891129032,21.83902963
"Supervisor District:2, Neighborhoods - Analysis Boundaries:Presidio Heights",Zipcode:94118,0.001111111,0.719869707,183.8024194
Neighborhoods - Analysis Boundaries:Presidio Heights,"Zipcode:94118, Supervisor District:2",0.001111111,0.673780488,425.4442509
"Zipcode:94118, Supervisor District:2",Neighborhoods - Analysis Boundaries:Presidio Heights,0.001111111,0.701587302,425.4442509
"Zipcode:94118, Neighborhoods - Analysis Boundaries:Presidio Heights",Supervisor District:2,0.001111111,1,101.843318
"Existing Construction Type:5, Proposed Construction Type:5, Zipcode:94133",Permit Type:8,0.001111111,0.663663664,11.96001655
"Proposed Construction Type:5, Zipcode:94133","Permit Type:8, Existing Construction Type:5",0.001111111,0.631428571,24.95353524
"Existing Construction Type:5, Zipcode:94133","Permit Type:8, Proposed Construction Type:5",0.001111111,0.615598886,23.09366624
"Permit Type:8, Proposed Construction Type:5, Zipcode:94133",Existing Construction Type:5,0.001111111,0.969298246,23.45418748
"Permit Type:8, Existing Construction Type:5, Zipcode:94133",Proposed Construction Type:5,0.001111111,0.982222222,24.07146378
"Fire Only Permit:Y, Supervisor District:3, Existing Construction Type:1",Proposed Construction Type:1,0.001111111,0.99103139,70.93060219
"Proposed Construction Type:1, Fire Only Permit:Y, Supervisor District:3",Existing Construction Type:1,0.001111111,0.948497854,67.32913033
"Neighborhoods - Analysis Boundaries:Pacific Heights, Zipcode:94115",Existing Construction Type:5,0.001111111,0.608815427,14.73155577
"Neighborhoods - Analysis Boundaries:Bernal Heights, Zipcode:94110",Proposed Construction Type:5,0.001106083,0.698412698,17.11610223
Neighborhoods - Analysis Boundaries:Bernal Heights,"Proposed Construction Type:5, Zipcode:94110",0.001106083,0.628571429,152.2811902
"Neighborhoods - Analysis Boundaries:Bernal Heights, Proposed Construction Type:5",Zipcode:94110,0.001106083,0.905349794,125.8379274
"Existing Construction Type:2, Supervisor District:3",Permit Type:8,0.001106083,0.648967552,11.69517496
"Proposed Construction Type:3, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001106083,0.74829932,13.48525276
"Permit Type:8, Neighborhoods - Analysis Boundaries:Noe Valley",Supervisor District:8,0.001106083,0.986547085,118.4213731
"Zipcode:94118, Supervisor District:2",Permit Type:8,0.001106083,0.698412698,12.58623591
"Current Status:issued, Neighborhoods - Analysis Boundaries:Bayview Hunters Point",Supervisor District:10,0.001106083,1,112.8830874
"Neighborhoods - Analysis Boundaries:Bernal Heights, Zipcode:94110",Existing Construction Type:5,0.001106083,0.698412698,16.89954814
Neighborhoods - Analysis Boundaries:Bernal Heights,"Existing Construction Type:5, Zipcode:94110",0.001106083,0.628571429,148.3070666
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Bernal Heights",Zipcode:94110,0.001106083,0.905349794,125.8379274
"Proposed Construction Type:3, Supervisor District:10",Permit Type:8,0.001106083,0.726072607,13.0847007
"Neighborhoods - Analysis Boundaries:Bernal Heights, Proposed Construction Type:5",Existing Construction Type:5,0.001106083,0.905349794,21.90682166
Neighborhoods - Analysis Boundaries:Bernal Heights,"Existing Construction Type:5, Proposed Construction Type:5",0.001106083,0.628571429,16.79060665
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Bernal Heights",Proposed Construction Type:5,0.001106083,0.905349794,22.18753993
"Neighborhoods - Analysis Boundaries:South of Market, Permit Type:3",Zipcode:94103,0.001101056,0.776595745,94.35851779
"Proposed Construction Type:1, Zipcode:94102",Permit Type:8,0.001101056,0.657657658,11.85178111
"Existing Construction Type:2, Proposed Construction Type:2, Supervisor District:3",Permit Type:8,0.001101056,0.744897959,13.42395615
"Proposed Construction Type:2, Supervisor District:3","Permit Type:8, Existing Construction Type:2",0.001101056,0.739864865,143.4299431
"Existing Construction Type:2, Supervisor District:3","Permit Type:8, Proposed Construction Type:2",0.001101056,0.646017699,121.7942373
"Permit Type:8, Proposed Construction Type:2, Supervisor District:3",Existing Construction Type:2,0.001101056,1,137.3618785
"Permit Type:8, Existing Construction Type:2, Supervisor District:3",Proposed Construction Type:2,0.001101056,0.995454545,146.8812382
"Proposed Construction Type:2, Supervisor District:3",Permit Type:8,0.001101056,0.739864865,13.33325375
Existing Construction Type:4,Proposed Construction Type:4,0.001101056,0.927966102,792.1564705
Proposed Construction Type:4,Existing Construction Type:4,0.001101056,0.939914163,792.1564705
"Current Status:issued, Supervisor District:6, Fire Only Permit:Y",Permit Type:8,0.001101056,0.842307692,15.17939658
"Supervisor District:6, Zipcode:94103, Permit Type:3",Neighborhoods - Analysis Boundaries:South of Market,0.001101056,0.77385159,147.4320702
"Neighborhoods - Analysis Boundaries:South of Market, Zipcode:94103, Permit Type:3",Supervisor District:6,0.001101056,1,66.56626506
"Neighborhoods - Analysis Boundaries:South of Market, Permit Type:3","Supervisor District:6, Zipcode:94103",0.001101056,0.776595745,145.1737722
"Neighborhoods - Analysis Boundaries:South of Market, Supervisor District:6, Permit Type:3",Zipcode:94103,0.001101056,0.776595745,94.35851779
"Existing Construction Type:5, Zipcode:94122",Permit Type:8,0.001101056,0.620396601,11.1802921
"Permit Type:8, Zipcode:94122",Existing Construction Type:5,0.001101056,0.636627907,15.40453658
"Zipcode:94109, Neighborhoods - Analysis Boundaries:Tenderloin",Supervisor District:6,0.001101056,0.817164179,54.39556734
"Zipcode:94109, Supervisor District:6",Neighborhoods - Analysis Boundaries:Tenderloin,0.001101056,1,228.6206897
"Zipcode:94122, Neighborhoods - Analysis Boundaries:Sunset/Parkside",Supervisor District:4,0.001101056,1,420.5073996
"Zipcode:94122, Supervisor District:4",Neighborhoods - Analysis Boundaries:Sunset/Parkside,0.001101056,0.869047619,354.2081382
"Proposed Construction Type:5, Supervisor District:3, Current Status:complete",Permit Type:8,0.001096028,0.736486486,13.27237131
"Supervisor District:6, Zipcode:94103, Existing Construction Type:1",Proposed Construction Type:1,0.001096028,0.813432836,58.21942823
"Zipcode:94103, Existing Construction Type:1","Proposed Construction Type:1, Supervisor District:6",0.001096028,0.612359551,148.8976951
"Proposed Construction Type:1, Zipcode:94103, Existing Construction Type:1",Supervisor District:6,0.001096028,0.749140893,49.86751128
"Proposed Construction Type:1, Zipcode:94103","Supervisor District:6, Existing Construction Type:1",0.001096028,0.615819209,155.4396455
"Proposed Construction Type:1, Supervisor District:6, Zipcode:94103",Existing Construction Type:1,0.001096028,0.822641509,58.39521635
"Supervisor District:8, Existing Use:apartments",Proposed Construction Type:5,0.001091001,0.661585366,16.2135694
"Permit Type:8, Zipcode:94105",Neighborhoods - Analysis Boundaries:Financial District/South Beach,0.001091001,1,133.0434783
"Supervisor District:8, Existing Use:apartments",Existing Construction Type:5,0.001091001,0.661585366,16.00843422
"Supervisor District:7, Zipcode:94132",Permit Type:8,0.001091001,0.653614458,11.77891779
"Permit Type:8, Zipcode:94132",Supervisor District:7,0.001091001,0.812734082,150.0954587
"Permit Type:3, Supervisor District:9",Neighborhoods - Analysis Boundaries:Mission,0.001091001,0.625360231,75.70550813
"Neighborhoods - Analysis Boundaries:South of Market, Existing Construction Type:1",Supervisor District:6,0.001091001,1,66.56626506
"Fire Only Permit:Y, Supervisor District:9",Permit Type:8,0.001091001,0.885714286,15.96163554
"Supervisor District:2, Neighborhoods - Analysis Boundaries:Russian Hill",Zipcode:94109,0.001091001,0.800738007,114.2516425
"Proposed Construction Type:3, Zipcode:94103",Supervisor District:6,0.001085973,0.656534954,43.7030798
"Existing Construction Type:3, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001085973,0.715231788,12.88933611
"Supervisor District:8, Neighborhoods - Analysis Boundaries:Mission",Existing Construction Type:5,0.001085973,0.624277457,15.10569174
"Neighborhoods - Analysis Boundaries:Potrero Hill, Proposed Construction Type:5",Existing Construction Type:5,0.001085973,0.881632653,21.33293609
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Potrero Hill",Proposed Construction Type:5,0.001085973,0.881632653,21.60630048
"Supervisor District:6, Fire Only Permit:Y, Existing Construction Type:1",Proposed Construction Type:1,0.001080945,0.99078341,70.91285364
"Proposed Construction Type:1, Supervisor District:6, Fire Only Permit:Y",Existing Construction Type:1,0.001080945,0.820610687,58.2510584
"Structural Notification:Y, Current Status:filed",Permit Type:3,0.001080945,0.759717314,34.09471432
"Existing Construction Type:5, Supervisor District:3, Current Status:complete",Permit Type:8,0.001080945,0.693548387,12.49857517
"Supervisor District:6, Neighborhoods - Analysis Boundaries:Mission",Zipcode:94103,0.001080945,1,121.5027489
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill",Supervisor District:3,0.001080945,1,69.52114645
"Permit Type:8, Zipcode:94114, Existing Construction Type:5",Supervisor District:8,0.001080945,0.930735931,111.7220137
"Neighborhoods - Analysis Boundaries:Chinatown, Zipcode:94133",Supervisor District:3,0.001080945,1,69.52114645
"Supervisor District:8, Proposed Construction Type:5, Zipcode:94110",Existing Construction Type:5,0.001080945,0.918803419,22.2323601
"Supervisor District:8, Zipcode:94110","Existing Construction Type:5, Proposed Construction Type:5",0.001080945,0.665634675,17.78065228
"Existing Construction Type:5, Supervisor District:8, Zipcode:94110",Proposed Construction Type:5,0.001080945,0.934782609,22.90885422
"Existing Construction Type:3, Proposed Construction Type:3, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001075918,0.789667897,14.23076422
"Proposed Construction Type:3, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Existing Construction Type:3",0.001075918,0.727891156,83.06227827
"Existing Construction Type:3, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Proposed Construction Type:3",0.001075918,0.708609272,78.04118721
"Permit Type:8, Proposed Construction Type:3, Neighborhoods - Analysis Boundaries:Mission",Existing Construction Type:3,0.001075918,0.972727273,74.47092169
"Permit Type:8, Existing Construction Type:3, Neighborhoods - Analysis Boundaries:Mission",Proposed Construction Type:3,0.001075918,0.990740741,79.78070175
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:West of Twin Peaks",Permit Type:8,0.001075918,0.644578313,11.61607561
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks",Existing Construction Type:5,0.001075918,0.64652568,15.64403378
"Proposed Construction Type:5, Existing Use:2 family dwelling, Current Status:complete",Permit Type:8,0.001075918,0.672955975,12.12747517
"Permit Type:8, Existing Use:2 family dwelling, Current Status:complete",Proposed Construction Type:5,0.001075918,0.769784173,18.8652134
"Supervisor District:8, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001075918,0.61849711,11.14606099
"Supervisor District:5, Existing Construction Type:1",Proposed Construction Type:1,0.001075918,0.89539749,64.08584407
"Supervisor District:5, Proposed Construction Type:1",Existing Construction Type:1,0.001075918,0.887966805,63.03233316
"Existing Construction Type:5, Supervisor District:6, Zipcode:94103",Neighborhoods - Analysis Boundaries:South of Market,0.001075918,0.699346405,133.2375479
"Neighborhoods - Analysis Boundaries:South of Market, Existing Construction Type:5, Zipcode:94103",Supervisor District:6,0.001075918,1,66.56626506
"Neighborhoods - Analysis Boundaries:South of Market, Existing Construction Type:5","Supervisor District:6, Zipcode:94103",0.001075918,0.660493827,123.4701337
"Neighborhoods - Analysis Boundaries:South of Market, Existing Construction Type:5, Supervisor District:6",Zipcode:94103,0.001075918,0.660493827,80.25181565
"Current Status:issued, Neighborhoods - Analysis Boundaries:Tenderloin",Supervisor District:6,0.001075918,0.727891156,48.45299566
"Existing Construction Type:5, Supervisor District:8, Current Status:complete",Permit Type:8,0.001075918,0.633136095,11.40987308
"Neighborhoods - Analysis Boundaries:South of Market, Existing Construction Type:5",Zipcode:94103,0.001075918,0.660493827,80.25181565
"Supervisor District:8, Proposed Construction Type:5, Existing Use:apartments",Existing Construction Type:5,0.00107089,0.98156682,23.75105116
"Supervisor District:8, Existing Use:apartments","Existing Construction Type:5, Proposed Construction Type:5",0.00107089,0.649390244,17.34672569
"Existing Construction Type:5, Supervisor District:8, Existing Use:apartments",Proposed Construction Type:5,0.00107089,0.98156682,24.05540174
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5",Existing Construction Type:5,0.00107089,0.922077922,22.31159352
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina",Proposed Construction Type:5,0.00107089,0.855421687,20.96394449
"Current Status:issued, Supervisor District:7",Permit Type:8,0.00107089,0.655384615,11.81081816
Current Status:reinstated,Existing Construction Type:5,0.00107089,0.665625,16.10618157
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Supervisor District:2",Existing Construction Type:5,0.00107089,0.922077922,22.31159352
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5","Existing Construction Type:5, Supervisor District:2",0.00107089,0.922077922,169.8160173
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2",Proposed Construction Type:5,0.00107089,0.855421687,20.96394449
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina","Proposed Construction Type:5, Supervisor District:2",0.00107089,0.855421687,160.9681868
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5",Supervisor District:2,0.00107089,1,101.843318
"Supervisor District:8, Existing Use:apartments",Permit Type:8,0.00107089,0.649390244,11.70279238
"Neighborhoods - Analysis Boundaries:Lone Mountain/USF, Proposed Construction Type:5",Existing Construction Type:5,0.00107089,0.930131004,22.50645459
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Lone Mountain/USF",Proposed Construction Type:5,0.00107089,0.934210526,22.89483412
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Zipcode:94123, Supervisor District:2",Existing Construction Type:5,0.00107089,0.922077922,22.31159352
"Zipcode:94123, Proposed Construction Type:5, Supervisor District:2","Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina",0.00107089,0.712374582,569.0413829
"Zipcode:94123, Proposed Construction Type:5","Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2",0.00107089,0.712374582,569.0413829
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Supervisor District:2","Existing Construction Type:5, Zipcode:94123",0.00107089,0.922077922,584.0805691
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5","Existing Construction Type:5, Zipcode:94123, Supervisor District:2",0.00107089,0.922077922,584.0805691
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Zipcode:94123","Existing Construction Type:5, Supervisor District:2",0.00107089,0.922077922,169.8160173
"Existing Construction Type:5, Zipcode:94123, Proposed Construction Type:5, Supervisor District:2",Neighborhoods - Analysis Boundaries:Marina,0.00107089,0.76618705,350.3324237
"Existing Construction Type:5, Zipcode:94123, Supervisor District:2","Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5",0.00107089,0.678343949,584.0805691
"Existing Construction Type:5, Zipcode:94123","Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Supervisor District:2",0.00107089,0.678343949,584.0805691
"Existing Construction Type:5, Zipcode:94123, Proposed Construction Type:5","Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2",0.00107089,0.76618705,350.3324237
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Zipcode:94123, Supervisor District:2",Proposed Construction Type:5,0.00107089,0.855421687,20.96394449
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2","Zipcode:94123, Proposed Construction Type:5",0.00107089,0.855421687,569.0413829
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina","Zipcode:94123, Proposed Construction Type:5, Supervisor District:2",0.00107089,0.855421687,569.0413829
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Zipcode:94123","Proposed Construction Type:5, Supervisor District:2",0.00107089,0.855421687,160.9681868
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Supervisor District:2",Zipcode:94123,0.00107089,1,365.625
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5","Zipcode:94123, Supervisor District:2",0.00107089,1,365.625
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Zipcode:94123",Supervisor District:2,0.00107089,1,101.843318
Neighborhoods - Analysis Boundaries:Presidio Heights,Proposed Construction Type:5,0.00107089,0.649390244,15.91470176
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Zipcode:94123",Existing Construction Type:5,0.00107089,0.922077922,22.31159352
"Zipcode:94123, Proposed Construction Type:5","Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina",0.00107089,0.712374582,569.0413829
"Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5","Existing Construction Type:5, Zipcode:94123",0.00107089,0.922077922,584.0805691
"Existing Construction Type:5, Zipcode:94123, Proposed Construction Type:5",Neighborhoods - Analysis Boundaries:Marina,0.00107089,0.76618705,350.3324237
"Existing Construction Type:5, Zipcode:94123","Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5",0.00107089,0.678343949,584.0805691
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Zipcode:94123",Proposed Construction Type:5,0.00107089,0.855421687,20.96394449
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina","Zipcode:94123, Proposed Construction Type:5",0.00107089,0.855421687,569.0413829
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5",Zipcode:94123,0.00107089,1,365.625
"Neighborhoods - Analysis Boundaries:West of Twin Peaks, Supervisor District:7, Proposed Construction Type:5",Permit Type:8,0.001065862,0.670886076,12.0901731
"Neighborhoods - Analysis Boundaries:West of Twin Peaks, Proposed Construction Type:5","Permit Type:8, Supervisor District:7",0.001065862,0.630952381,179.2806122
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks, Proposed Construction Type:5",Supervisor District:7,0.001065862,0.942222222,174.0092851
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks","Supervisor District:7, Proposed Construction Type:5",0.001065862,0.640483384,191.279497
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks, Supervisor District:7",Proposed Construction Type:5,0.001065862,0.673015873,16.49369851
Neighborhoods - Analysis Boundaries:Inner Richmond,Proposed Construction Type:5,0.001065862,0.6625,16.23598448
"Existing Construction Type:5, Zipcode:94114, Proposed Construction Type:5, Supervisor District:8",Permit Type:8,0.001065862,0.602272727,10.85367812
"Permit Type:8, Zipcode:94114, Existing Construction Type:5, Supervisor District:8",Proposed Construction Type:5,0.001065862,0.986046512,24.1651862
"Permit Type:8, Zipcode:94114, Existing Construction Type:5","Supervisor District:8, Proposed Construction Type:5",0.001065862,0.917748918,161.5400529
"Permit Type:8, Zipcode:94114, Proposed Construction Type:5, Supervisor District:8",Existing Construction Type:5,0.001065862,0.913793103,22.11112509
"Permit Type:8, Zipcode:94114, Proposed Construction Type:5","Existing Construction Type:5, Supervisor District:8",0.001065862,0.844621514,151.7571988
"Permit Type:8, Zipcode:94114, Proposed Construction Type:5, Existing Construction Type:5",Supervisor District:8,0.001065862,0.929824561,111.6126163
"Zipcode:94117, Neighborhoods - Analysis Boundaries:Haight Ashbury",Existing Construction Type:5,0.001065862,0.7090301,17.15645827
Neighborhoods - Analysis Boundaries:Haight Ashbury,"Existing Construction Type:5, Zipcode:94117",0.001065862,0.7090301,242.3128642
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury",Zipcode:94117,0.001065862,1,235.6635071
"Neighborhoods - Analysis Boundaries:Inner Richmond, Proposed Construction Type:5",Zipcode:94118,0.001065862,1,255.3273427
Neighborhoods - Analysis Boundaries:Inner Richmond,"Zipcode:94118, Proposed Construction Type:5",0.001065862,0.6625,261.4508929
"Neighborhoods - Analysis Boundaries:Inner Richmond, Zipcode:94118",Proposed Construction Type:5,0.001065862,0.6625,16.23598448
Neighborhoods - Analysis Boundaries:Haight Ashbury,Existing Construction Type:5,0.001065862,0.7090301,17.15645827
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:West of Twin Peaks, Proposed Construction Type:5",Permit Type:8,0.001065862,0.697368421,12.56741678
"Neighborhoods - Analysis Boundaries:West of Twin Peaks, Proposed Construction Type:5","Permit Type:8, Existing Construction Type:5",0.001065862,0.630952381,24.93471658
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:West of Twin Peaks","Permit Type:8, Proposed Construction Type:5",0.001065862,0.638554217,23.95481587
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks, Existing Construction Type:5",Proposed Construction Type:5,0.001065862,0.990654206,24.27810763
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks","Existing Construction Type:5, Proposed Construction Type:5",0.001065862,0.640483384,17.10880271
"Permit Type:8, Neighborhoods - Analysis Boundaries:West of Twin Peaks, Proposed Construction Type:5",Existing Construction Type:5,0.001065862,0.942222222,22.79902676
"Fire Only Permit:Y, Zipcode:94110",Permit Type:8,0.001065862,0.865306122,15.59385592
"Zipcode:94117, Neighborhoods - Analysis Boundaries:Haight Ashbury",Proposed Construction Type:5,0.001065862,0.7090301,17.37630446
Neighborhoods - Analysis Boundaries:Haight Ashbury,"Proposed Construction Type:5, Zipcode:94117",0.001065862,0.7090301,239.027266
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Haight Ashbury",Zipcode:94117,0.001065862,1,235.6635071
Neighborhoods - Analysis Boundaries:Haight Ashbury,Proposed Construction Type:5,0.001065862,0.7090301,17.37630446
"Permit Type:8, Supervisor District:8, Proposed Construction Type:5, Current Status:complete",Existing Construction Type:5,0.001060835,0.871900826,21.0974543
"Existing Construction Type:5, Supervisor District:8, Proposed Construction Type:5, Current Status:complete",Permit Type:8,0.001060835,0.676282051,12.18741506
"Existing Construction Type:5, Supervisor District:8, Current Status:complete","Permit Type:8, Proposed Construction Type:5",0.001060835,0.624260355,23.41859385
"Existing Construction Type:5, Supervisor District:8, Permit Type:8, Current Status:complete",Proposed Construction Type:5,0.001060835,0.985981308,24.16358825
"Zipcode:94103, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.001060835,0.71043771,12.80294107
"Supervisor District:7, Proposed Construction Type:5, Current Status:complete",Existing Construction Type:5,0.001060835,0.857723577,20.75440627
"Existing Construction Type:5, Supervisor District:7, Current Status:complete",Proposed Construction Type:5,0.001060835,0.92139738,22.58082046
"Zipcode:94111, Neighborhoods - Analysis Boundaries:Financial District/South Beach",Supervisor District:3,0.001060835,1,69.52114645
"Supervisor District:2, Neighborhoods - Analysis Boundaries:Presidio Heights",Permit Type:8,0.001060835,0.687296417,12.38590716
Neighborhoods - Analysis Boundaries:Presidio Heights,"Permit Type:8, Supervisor District:2",0.001060835,0.643292683,101.7097891
"Permit Type:8, Neighborhoods - Analysis Boundaries:Presidio Heights",Supervisor District:2,0.001060835,0.92139738,93.83816634
"Supervisor District:10, Proposed Construction Type:5, Permit Type:3",Existing Construction Type:5,0.001060835,0.913419913,22.10209499
"Existing Construction Type:5, Supervisor District:10, Permit Type:3",Proposed Construction Type:5,0.001060835,0.990610329,24.27703233
"Current Status:withdrawn, Permit Type:3",Proposed Construction Type:5,0.001060835,0.676282051,16.57374322
"Existing Construction Type:5, Zipcode:94122, Proposed Construction Type:5",Permit Type:8,0.001060835,0.657320872,11.84571183
"Zipcode:94122, Proposed Construction Type:5","Permit Type:8, Existing Construction Type:5",0.001060835,0.60982659,24.09984277
"Permit Type:8, Zipcode:94122, Proposed Construction Type:5",Existing Construction Type:5,0.001060835,0.946188341,22.89499525
"Permit Type:8, Zipcode:94122","Existing Construction Type:5, Proposed Construction Type:5",0.001060835,0.613372093,16.38459701
"Permit Type:8, Existing Construction Type:5, Zipcode:94122",Proposed Construction Type:5,0.001060835,0.96347032,23.61190815
"Supervisor District:8, Existing Use:2 family dwelling",Existing Construction Type:5,0.001055807,0.92920354,22.48401266
"Existing Use:vacant lot, Current Status:complete",Permit Type:8,0.001055807,0.766423358,13.8118697
"Zipcode:94117, Permit Type:3",Proposed Construction Type:5,0.001055807,0.864197531,21.17901539
"Existing Construction Type:5, Proposed Construction Type:5, Supervisor District:3, Current Status:complete",Permit Type:8,0.001055807,0.73943662,13.32553626
"Proposed Construction Type:5, Supervisor District:3, Current Status:complete","Permit Type:8, Existing Construction Type:5",0.001055807,0.709459459,28.03725144
"Existing Construction Type:5, Supervisor District:3, Current Status:complete","Permit Type:8, Proposed Construction Type:5",0.001055807,0.677419355,25.41280831
"Permit Type:8, Proposed Construction Type:5, Supervisor District:3, Current Status:complete",Existing Construction Type:5,0.001055807,0.963302752,23.30911404
"Permit Type:8, Existing Construction Type:5, Supervisor District:3, Current Status:complete",Proposed Construction Type:5,0.001055807,0.976744186,23.93721274
Neighborhoods - Analysis Boundaries:Presidio Heights,Existing Construction Type:5,0.001055807,0.640243902,15.49203311
"Permit Type:8, Supervisor District:11",Existing Construction Type:5,0.001055807,0.636363636,15.398142
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Sunset/Parkside",Permit Type:8,0.001055807,0.642201835,11.57324861
"Permit Type:8, Neighborhoods - Analysis Boundaries:Sunset/Parkside",Proposed Construction Type:5,0.001055807,0.68852459,16.87377292
"Supervisor District:8, Existing Use:2 family dwelling",Proposed Construction Type:5,0.001050779,0.924778761,22.66368846
"Permit Type:8, Neighborhoods - Analysis Boundaries:Financial District/South Beach, Zipcode:94105",Supervisor District:6,0.001050779,0.963133641,64.11220921
"Permit Type:8, Zipcode:94105","Supervisor District:6, Neighborhoods - Analysis Boundaries:Financial District/South Beach",0.001050779,0.963133641,255.7640602
"Permit Type:8, Supervisor District:6, Zipcode:94105",Neighborhoods - Analysis Boundaries:Financial District/South Beach,0.001050779,1,133.0434783
"Current Status:issued, Proposed Construction Type:3, Fire Only Permit:Y",Permit Type:8,0.001050779,0.874476987,15.75912592
"Proposed Construction Type:5, Current Status:approved",Existing Construction Type:5,0.001050779,0.945701357,22.88321168
"Existing Construction Type:5, Current Status:approved",Proposed Construction Type:5,0.001050779,0.916666667,22.46488418
"Permit Type:8, Zipcode:94105",Supervisor District:6,0.001050779,0.963133641,64.11220921
"Current Status:issued, Existing Use:2 family dwelling",Permit Type:8,0.001045752,0.681967213,12.2898685
"Existing Construction Type:5, Existing Use:2 family dwelling, Current Status:complete",Permit Type:8,0.001045752,0.66031746,11.89971395
"Permit Type:8, Existing Use:2 family dwelling, Current Status:complete",Existing Construction Type:5,0.001045752,0.748201439,18.10429029
"Zipcode:94118, Supervisor District:2",Proposed Construction Type:5,0.001045752,0.66031746,16.18249666
"Supervisor District:8, Proposed Construction Type:5, Existing Use:2 family dwelling",Existing Construction Type:5,0.001045752,0.995215311,24.08130479
"Supervisor District:8, Existing Use:2 family dwelling","Existing Construction Type:5, Proposed Construction Type:5",0.001045752,0.920353982,24.58479816
"Existing Construction Type:5, Supervisor District:8, Existing Use:2 family dwelling",Proposed Construction Type:5,0.001045752,0.99047619,24.27374498
"Neighborhoods - Analysis Boundaries:South of Market, Proposed Construction Type:3",Supervisor District:6,0.001045752,1,66.56626506
